"name","returnPeriod","displayDate","value"
"tx260_1981_2010","y2",2016-11-09,17.1651519022454
"tx260_1981_2010","y2",2016-11-10,16.9989281659087
"tx260_1981_2010","y2",2016-11-11,16.8348589536047
"tx260_1981_2010","y2",2016-11-12,16.6729798567236
"tx260_1981_2010","y2",2016-11-13,16.5133264655188
"tx260_1981_2010","y2",2016-11-14,16.3559343691053
"tx260_1981_2010","y2",2016-11-15,16.2008391554582
"tx260_1981_2010","y2",2016-11-16,16.0480764114112
"tx260_1981_2010","y2",2016-11-17,15.8976817226555
"tx260_1981_2010","y2",2016-11-18,15.7496906737386
"tx260_1981_2010","y2",2016-11-19,15.6041388480629
"tx260_1981_2010","y2",2016-11-20,15.461061827885
"tx260_1981_2010","y2",2016-11-21,15.3204951943144
"tx260_1981_2010","y2",2016-11-22,15.1824745273129
"tx260_1981_2010","y2",2016-11-23,15.0470354056938
"tx260_1981_2010","y2",2016-11-24,14.9142134071213
"tx260_1981_2010","y2",2016-11-25,14.7840441081096
"tx260_1981_2010","y2",2016-11-26,14.656563084023
"tx260_1981_2010","y2",2016-11-27,14.5318059090748
"tx260_1981_2010","y2",2016-11-28,14.4098081563274
"tx260_1981_2010","y2",2016-11-29,14.2906053976922
"tx260_1981_2010","y2",2016-11-30,14.1742332039292
"tx260_1981_2010","y2",2016-12-01,14.060727144647
"tx260_1981_2010","y2",2016-12-02,13.9501227883029
"tx260_1981_2010","y2",2016-12-03,13.8424557022032
"tx260_1981_2010","y2",2016-12-04,13.7377614525031
"tx260_1981_2010","y2",2016-12-05,13.6360756016894
"tx260_1981_2010","y2",2016-12-06,13.537425223076
"tx260_1981_2010","y2",2016-12-07,13.4418099557201
"tx260_1981_2010","y2",2016-12-08,13.3492239055849
"tx260_1981_2010","y2",2016-12-09,13.2596611774853
"tx260_1981_2010","y2",2016-12-10,13.1731158750884
"tx260_1981_2010","y2",2016-12-11,13.0895821009146
"tx260_1981_2010","y2",2016-12-12,13.0090539563385
"tx260_1981_2010","y2",2016-12-13,12.9315255415895
"tx260_1981_2010","y2",2016-12-14,12.8569909557538
"tx260_1981_2010","y2",2016-12-15,12.7854442967745
"tx260_1981_2010","y2",2016-12-16,12.7168796614539
"tx260_1981_2010","y2",2016-12-17,12.6512911454543
"tx260_1981_2010","y2",2016-12-18,12.5886728432994
"tx260_1981_2010","y2",2016-12-19,12.5290188483764
"tx260_1981_2010","y2",2016-12-20,12.472323252937
"tx260_1981_2010","y2",2016-12-21,12.4185801480995
"tx260_1981_2010","y2",2016-12-22,12.3677836238506
"tx260_1981_2010","y2",2016-12-23,12.3199277690471
"tx260_1981_2010","y2",2016-12-24,12.2750066714182
"tx260_1981_2010","y2",2016-12-25,12.233014417567
"tx260_1981_2010","y2",2016-12-26,12.1939450929734
"tx260_1981_2010","y2",2016-12-27,12.1577927819957
"tx260_1981_2010","y2",2016-12-28,12.1245515678733
"tx260_1981_2010","y2",2016-12-29,12.0942155327291
"tx260_1981_2010","y2",2016-12-30,12.0667787575715
"tx260_1981_2010","y2",2016-12-31,12.0422353222978
"tx260_1981_2010","y5",2016-01-01,13.4621442242457
"tx260_1981_2010","y5",2016-01-02,13.4492129491639
"tx260_1981_2010","y5",2016-01-03,13.439517477522
"tx260_1981_2010","y5",2016-01-04,13.4329695857816
"tx260_1981_2010","y5",2016-01-05,13.4294810781713
"tx260_1981_2010","y5",2016-01-06,13.4289637880689
"tx260_1981_2010","y5",2016-01-07,13.4313295793258
"tx260_1981_2010","y5",2016-01-08,13.4364903475325
"tx260_1981_2010","y5",2016-01-09,13.444358021228
"tx260_1981_2010","y5",2016-01-10,13.4548445630506
"tx260_1981_2010","y5",2016-01-11,13.4678619708313
"tx260_1981_2010","y5",2016-01-12,13.4833222786311
"tx260_1981_2010","y5",2016-01-13,13.5011375577194
"tx260_1981_2010","y5",2016-01-14,13.5212199174968
"tx260_1981_2010","y5",2016-01-15,13.5434815063607
"tx260_1981_2010","y5",2016-01-16,13.5678345125139
"tx260_1981_2010","y5",2016-01-17,13.594191164717
"tx260_1981_2010","y5",2016-01-18,13.6224637329847
"tx260_1981_2010","y5",2016-01-19,13.6525645292254
"tx260_1981_2010","y5",2016-01-20,13.684405907825
"tx260_1981_2010","y5",2016-01-21,13.7179002661755
"tx260_1981_2010","y5",2016-01-22,13.752960045147
"tx260_1981_2010","y5",2016-01-23,13.789497729505
"tx260_1981_2010","y5",2016-01-24,13.8274258482725
"tx260_1981_2010","y5",2016-01-25,13.8666569750365
"tx260_1981_2010","y5",2016-01-26,13.9071037282002
"tx260_1981_2010","y5",2016-01-27,13.9486787711807
"tx260_1981_2010","y5",2016-01-28,13.9913244550142
"tx260_1981_2010","y5",2016-01-29,14.0351301739945
"tx260_1981_2010","y5",2016-01-30,14.0802308500542
"tx260_1981_2010","y5",2016-01-31,14.1267614638796
"tx260_1981_2010","y5",2016-02-01,14.1748570413457
"tx260_1981_2010","y5",2016-02-02,14.2246526533902
"tx260_1981_2010","y5",2016-02-03,14.2762834158346
"tx260_1981_2010","y5",2016-02-04,14.329884489152
"tx260_1981_2010","y5",2016-02-05,14.385591078182
"tx260_1981_2010","y5",2016-02-06,14.4435384317937
"tx260_1981_2010","y5",2016-02-07,14.5038618424956
"tx260_1981_2010","y5",2016-02-08,14.5666966459939
"tx260_1981_2010","y5",2016-02-09,14.6321782206984
"tx260_1981_2010","y5",2016-02-10,14.700441987177
"tx260_1981_2010","y5",2016-02-11,14.7716234075583
"tx260_1981_2010","y5",2016-02-12,14.8458579848835
"tx260_1981_2010","y5",2016-02-13,14.9232812624059
"tx260_1981_2010","y5",2016-02-14,15.0040288228407
"tx260_1981_2010","y5",2016-02-15,15.0882362875633
"tx260_1981_2010","y5",2016-02-16,15.1760393157569
"tx260_1981_2010","y5",2016-02-17,15.2675736035096
"tx260_1981_2010","y5",2016-02-18,15.3629748828619
"tx260_1981_2010","y5",2016-02-19,15.462378920803
"tx260_1981_2010","y5",2016-02-20,15.565921518218
"tx260_1981_2010","y5",2016-02-21,15.6737385087844
"tx260_1981_2010","y5",2016-02-22,15.7859657578199
"tx260_1981_2010","y5",2016-02-23,15.9027131993059
"tx260_1981_2010","y5",2016-02-24,16.0239305623915
"tx260_1981_2010","y5",2016-02-25,16.1495064930324
"tx260_1981_2010","y5",2016-02-26,16.2793294841877
"tx260_1981_2010","y5",2016-02-27,16.4132879957877
