"displayDate","returnPeriod","value","baseName","station"
2016-01-01,"y2",14.072104735332,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-02,"y2",14.0446301538141,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-03,"y2",14.0196435317132,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-04,"y2",13.9971115029539,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-05,"y2",13.9770007061212,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-06,"y2",13.9592777845548,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-07,"y2",13.9439093864384,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-08,"y2",13.9308621648819,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-09,"y2",13.9201027779994,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-10,"y2",13.91159788898,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-11,"y2",13.9053141661543,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-12,"y2",13.9012182830538,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-13,"y2",13.8992769184657,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-14,"y2",13.899456756481,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-15,"y2",13.9017244865379,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-16,"y2",13.9060468034585,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-17,"y2",13.9123904074805,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-18,"y2",13.920722004283,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-19,"y2",13.9310083050064,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-20,"y2",13.9432160262671,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-21,"y2",13.957311890166,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-22,"y2",13.9732626242917,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-23,"y2",13.9910349617179,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-24,"y2",14.010595640995,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-25,"y2",14.0319114061367,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-26,"y2",14.0549490066,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-27,"y2",14.0796751972601,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-28,"y2",14.1060763503661,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-29,"y2",14.1342361000444,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-30,"y2",14.1642681776765,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
2016-01-31,"y2",14.1962863288319,"KNMI14_WH_2050_tx___19810101-20101231_v3.2","260"
