"displayDate","returnPeriod","value","baseName","station"
2016-01-01,"y2",-6.26678054118812,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-02,"y2",-6.28727466958925,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-03,"y2",-6.30582044271051,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-04,"y2",-6.32250699008383,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-05,"y2",-6.33742344264483,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-06,"y2",-6.35065893319112,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-07,"y2",-6.36230259683364,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-08,"y2",-6.37244357144094,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-09,"y2",-6.38117099807622,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-10,"y2",-6.38857402142732,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-11,"y2",-6.39474179022939,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-12,"y2",-6.39976345768028,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-13,"y2",-6.40372818184871,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-14,"y2",-6.40672512607494,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-15,"y2",-6.40884345936416,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-16,"y2",-6.41017235677233,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-17,"y2",-6.41080099978467,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-18,"y2",-6.41081857668651,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-19,"y2",-6.41031428292671,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-20,"y2",-6.40937732147339,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-21,"y2",-6.40809690316215,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-22,"y2",-6.40656224703662,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-23,"y2",-6.40486258068137,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-24,"y2",-6.40308714054706,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-25,"y2",-6.40132517226803,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-26,"y2",-6.39966593097199,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-27,"y2",-6.39819868158212,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-28,"y2",-6.39697111604848,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-29,"y2",-6.39582472483144,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-30,"y2",-6.3945372054483,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-01-31,"y2",-6.3928862474149,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-01,"y2",-6.39064955143589,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-02,"y2",-6.38760482965991,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-03,"y2",-6.38352980592705,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-04,"y2",-6.37820221600833,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-05,"y2",-6.37139980783736,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-06,"y2",-6.36290034173426,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-07,"y2",-6.35248159062144,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-08,"y2",-6.3399213402319,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-09,"y2",-6.32499738930928,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-10,"y2",-6.30748754980034,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-11,"y2",-6.28716964703937,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-12,"y2",-6.26382151992493,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-13,"y2",-6.23722102108852,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-14,"y2",-6.20714601705561,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-15,"y2",-6.17337438839866,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-16,"y2",-6.13568402988245,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-17,"y2",-6.0938528506014,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-18,"y2",-6.04765877410929,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-19,"y2",-5.99687973854104,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-20,"y2",-5.94129369672668,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
2016-02-21,"y2",-5.88067861629762,"KNMI14____ref_tn___19810101-20101231_v3.2","240"
