"displayDate","returnPeriod","value","baseName","station"
2016-01-01,"y2",-5.85330693061045,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-02,"y2",-5.86609780581982,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-03,"y2",-5.87490990110993,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-04,"y2",-5.87989473075109,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-05,"y2",-5.88120383196884,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-06,"y2",-5.87898876438203,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-07,"y2",-5.873401109443,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-08,"y2",-5.8645924698803,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-09,"y2",-5.85271446914426,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-10,"y2",-5.83791875085498,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-11,"y2",-5.8203569782533,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-12,"y2",-5.80018083365499,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-13,"y2",-5.77754201790743,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-14,"y2",-5.7525922498503,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-15,"y2",-5.72548326577866,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-16,"y2",-5.69636681891022,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-17,"y2",-5.66539467885568,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-18,"y2",-5.63271863109285,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-19,"y2",-5.59849047644428,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-20,"y2",-5.56286203055904,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-21,"y2",-5.52598512339803,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-22,"y2",-5.48801159872362,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
2016-01-23,"y2",-5.44909331359295,"KNMI14_GL_2050_tn___19810101-20101231_v3.2","380"
