"displayDate","returnPeriod","value","baseName","station"
2016-01-01,"y2",12.7606863760459,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-02,"y2",12.7296295018354,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-03,"y2",12.7001742372883,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-04,"y2",12.6723562226487,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-05,"y2",12.6462110981576,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-06,"y2",12.6217745040532,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-07,"y2",12.5990820805714,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-08,"y2",12.5781694679457,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-09,"y2",12.559072306408,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-10,"y2",12.5418262361885,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-11,"y2",12.5264668975162,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-12,"y2",12.513029930619,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-13,"y2",12.5015509757243,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-14,"y2",12.492065673059,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-15,"y2",12.4846096628497,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-16,"y2",12.4792185853232,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-17,"y2",12.4759280807066,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-18,"y2",12.4747737892278,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-19,"y2",12.4757913511152,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-20,"y2",12.4790164065985,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-21,"y2",12.4844845959087,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-22,"y2",12.4922315592782,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-23,"y2",12.5022929369411,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-24,"y2",12.5147043691336,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-25,"y2",12.529501496094,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-26,"y2",12.5467199580629,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-27,"y2",12.5663953952835,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-28,"y2",12.5885698304185,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-29,"y2",12.6133169367636,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-30,"y2",12.6407201805749,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-01-31,"y2",12.670863031017,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-02-01,"y2",12.7038289572576,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-02-02,"y2",12.7397014284681,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-02-03,"y2",12.7785639138238,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
2016-02-04,"y2",12.8204998825034,"KNMI14_GL_2050_tx___19810101-20101231_v3.2","344"
